attendance_binary,previous_attendance,previous_away_team_errors,previous_away_team_hits,previous_away_team_runs,game_type,previous_game_type,previous_home_team_errors,previous_home_team_hits,previous_home_team_runs,game_day,previous_game_day,temperature,wind_speed,sky,previous_game_duration,previous_homewin
1,40134,0,10,5,Night Game,Night Game,1,10,6,Friday,Thursday,86,2,Cloudy,3.3,1
1,35978,1,5,3,Night Game,Night Game,2,11,5,Friday,Thursday,87,10,Cloudy,2.783333333,1
0,14412,0,10,7,Night Game,Night Game,0,5,3,Friday,Thursday,69,15,Sunny,2.766666667,0
1,42476,0,9,4,Night Game,Day Game,1,5,1,Friday,Thursday,92,14,Cloudy,2.866666667,0
1,42066,0,12,5,Night Game,Day Game,1,6,1,Friday,Sunday,86,8,Sunny,3,0
0,22394,1,9,3,Night Game,Day Game,0,10,7,Friday,Sunday,78,0,In Dome,3.066666667,1
1,33455,0,10,11,Night Game,Day Game,0,7,4,Friday,Wednesday,94,9,Sunny,3.266666667,0
1,28119,3,4,1,Night Game,Day Game,0,8,2,Friday,Sunday,73,0,In Dome,3.083333333,1
1,36527,0,7,3,Night Game,Night Game,0,8,7,Friday,Thursday,89,5,Cloudy,3.066666667,1
0,22091,0,9,3,Night Game,Day Game,0,12,6,Friday,Wednesday,83,11,Cloudy,2.55,1
0,24938,0,7,2,Night Game,Night Game,0,8,1,Friday,Thursday,89,7,Sunny,2.133333333,0
1,37566,1,5,2,Night Game,Night Game,1,17,13,Friday,Thursday,92,18,Cloudy,2.75,1
1,32963,1,5,2,Night Game,Day Game,1,12,4,Friday,Sunday,91,5,Cloudy,3.216666667,1
1,34050,0,4,1,Day Game,Night Game,1,9,8,Thursday,Wednesday,84,2,Cloudy,2.95,1
1,40184,0,4,2,Night Game,Day Game,0,9,4,Thursday,Wednesday,95,5,Cloudy,2.533333333,1
1,36717,1,12,9,Night Game,Night Game,0,11,5,Thursday,Wednesday,86,7,Cloudy,3.716666667,0
0,20654,0,5,1,Night Game,Night Game,1,12,4,Thursday,Wednesday,85,10,Cloudy,2.616666667,1
0,20231,1,10,7,Night Game,Day Game,1,4,0,Thursday,Wednesday,66,13,Sunny,3.1,0
1,35681,0,5,0,Day Game,Night Game,1,6,5,Thursday,Wednesday,86,5,Sunny,2.666666667,1
1,31456,1,16,11,Night Game,Day Game,1,8,3,Thursday,Wednesday,83,13,Unknown,3.45,0
0,29156,0,6,2,Night Game,Day Game,1,6,0,Thursday,Sunday,89,13,Sunny,2.366666667,0
1,38201,0,15,7,Night Game,Night Game,0,16,11,Thursday,Wednesday,88,14,Cloudy,3.766666667,1
1,38747,0,13,8,Night Game,Night Game,2,7,4,Wednesday,Tuesday,84,7,Cloudy,3.233333333,0
1,40137,1,7,2,Night Game,Night Game,2,13,10,Wednesday,Monday,90,5,Sunny,2.916666667,1
1,41012,0,7,2,Day Game,Night Game,0,7,3,Wednesday,Wednesday,86,5,Cloudy,3.05,1
1,24851,1,10,6,Day Game,Night Game,0,6,1,Wednesday,Tuesday,73,1,Cloudy,3,0
1,27106,3,7,2,Night Game,Night Game,1,5,3,Wednesday,Tuesday,83,7,Sunny,2.816666667,1
0,18347,1,7,2,Night Game,Night Game,0,5,1,Wednesday,Tuesday,82,7,Cloudy,3.433333333,0
0,15143,1,10,3,Day Game,Night Game,1,11,4,Wednesday,Tuesday,65,11,Sunny,3.683333333,1
1,31192,1,4,1,Night Game,Night Game,0,7,7,Wednesday,Tuesday,81,8,Sunny,2.85,1
1,31144,0,12,7,Day Game,Night Game,0,8,3,Wednesday,Tuesday,94,12,Sunny,2.766666667,0
1,32030,1,10,6,Day Game,Night Game,0,6,2,Wednesday,Tuesday,75,3,Cloudy,2.916666667,0
1,33061,1,13,10,Day Game,Night Game,0,4,1,Wednesday,Tuesday,91,6,Sunny,2.9,0
0,23080,1,10,5,Day Game,Night Game,2,12,4,Wednesday,Tuesday,85,7,Cloudy,3.633333333,0
1,41456,1,8,2,Day Game,Night Game,0,9,1,Wednesday,Tuesday,85,5,Cloudy,3.066666667,0
1,38082,1,5,0,Night Game,Night Game,0,4,4,Wednesday,Tuesday,81,13,Cloudy,2.7,1
0,26626,0,8,5,Day Game,Night Game,2,6,1,Wednesday,Tuesday,77,0,In Dome,2.966666667,0
1,36368,0,13,6,Night Game,Night Game,1,10,8,Wednesday,Tuesday,90,7,Sunny,3.016666667,1
1,32775,0,12,2,Night Game,Day Game,0,8,1,Tuesday,Sunday,86,4,Cloudy,5.8,0
0,20598,0,11,3,Night Game,Night Game,1,4,4,Tuesday,Monday,73,1,Unknown,2.35,1
0,37998,2,15,6,Night Game,Day Game,0,7,5,Tuesday,Sunday,82,9,Sunny,2.966666667,0
0,19115,0,6,3,Night Game,Night Game,0,4,2,Tuesday,Monday,84,8,Cloudy,3.083333333,0
0,10651,0,10,4,Night Game,Night Game,2,11,7,Tuesday,Monday,65,15,Sunny,3.1,1
1,31102,0,5,1,Night Game,Night Game,1,7,2,Tuesday,Monday,82,9,Cloudy,2.95,1
1,29290,0,3,0,Night Game,Night Game,0,3,1,Tuesday,Monday,80,2,Cloudy,2.433333333,1
1,30601,1,6,4,Night Game,Night Game,0,12,7,Tuesday,Monday,72,7,Unknown,3.2,1
0,21989,1,9,2,Night Game,Night Game,0,12,8,Tuesday,Monday,87,6,Cloudy,3.183333333,1
1,41353,1,6,1,Night Game,Night Game,0,10,5,Tuesday,Monday,76,11,Sunny,2.933333333,1
1,36669,0,4,0,Night Game,Day Game,0,8,4,Tuesday,Sunday,78,15,Cloudy,2.516666667,1
0,29459,0,11,5,Night Game,Day Game,0,9,6,Tuesday,Sunday,80,0,In Dome,3.233333333,1
1,36020,1,8,5,Night Game,Night Game,1,9,9,Tuesday,Monday,86,6,Sunny,3.05,1
1,43046,1,13,6,Night Game,Day Game,0,4,3,Monday,Sunday,91,1,Sunny,3.05,0
0,27322,0,11,8,Night Game,Day Game,3,7,1,Monday,Sunday,70,4,Cloudy,2.916666667,0
0,30894,0,8,5,Night Game,Day Game,1,1,0,Monday,Sunday,75,7,Unknown,2.35,0
0,21626,0,10,5,Night Game,Day Game,1,8,3,Monday,Sunday,66,17,Sunny,3.2,0
1,42884,1,3,1,Night Game,Night Game,1,11,3,Monday,Sunday,81,11,Cloudy,2.95,1
1,27544,0,14,8,Night Game,Day Game,1,10,5,Monday,Sunday,90,11,Sunny,3.05,0
0,37363,1,6,2,Night Game,Day Game,0,11,4,Monday,Sunday,84,10,Cloudy,2.366666667,1
1,32113,1,13,10,Night Game,Day Game,0,10,3,Monday,Sunday,76,4,Unknown,3.183333333,0
0,23085,0,4,0,Night Game,Day Game,1,4,1,Monday,Sunday,82,5,Cloudy,2.566666667,1
1,41213,1,6,4,Night Game,Day Game,0,4,1,Monday,Sunday,75,11,Sunny,2.283333333,0
1,36834,0,7,1,Night Game,Day Game,0,10,8,Monday,Sunday,77,8,Sunny,2.666666667,1
1,38861,1,6,0,Day Game,Night Game,0,10,6,Sunday,Saturday,87,4,Cloudy,2.6,1
0,18638,0,7,2,Day Game,Night Game,0,4,1,Sunday,Saturday,72,0,In Dome,2.55,0
1,44840,0,3,0,Day Game,Night Game,0,8,5,Sunday,Saturday,93,12,Cloudy,2.65,1
0,41386,0,4,0,Day Game,Day Game,0,5,1,Sunday,Saturday,72,1,Cloudy,2.766666667,1
1,40550,2,14,6,Day Game,Night Game,0,10,7,Sunday,Saturday,78,9,Sunny,4.083333333,1
1,37324,1,6,2,Day Game,Night Game,0,10,4,Sunday,Saturday,90,7,Sunny,3.183333333,1
0,27510,0,7,4,Day Game,Day Game,1,6,5,Sunday,Saturday,65,12,Cloudy,2.683333333,1
1,48329,0,10,5,Night Game,Day Game,2,5,2,Sunday,Saturday,87,6,Sunny,2.933333333,0
0,29447,3,9,4,Day Game,Night Game,2,10,5,Sunday,Saturday,81,16,Cloudy,3.833333333,1
1,39594,0,11,8,Day Game,Night Game,0,7,4,Sunday,Saturday,77,9,Cloudy,3.266666667,0
0,31328,0,12,9,Day Game,Night Game,0,9,1,Sunday,Saturday,85,6,Cloudy,3.05,0
1,41346,1,3,1,Day Game,Day Game,0,4,3,Sunday,Saturday,79,18,Unknown,2.783333333,1
0,28393,0,8,4,Day Game,Night Game,2,7,3,Sunday,Saturday,87,7,Cloudy,3.033333333,0
0,38899,0,10,1,Day Game,Night Game,0,8,2,Sunday,Saturday,77,0,In Dome,4.516666667,1
1,39620,1,6,0,Day Game,Night Game,0,2,1,Sunday,Saturday,82,7,Sunny,2.333333333,1
0,27236,0,10,11,Night Game,Night Game,2,9,2,Saturday,Friday,84,6,Overcast,3.466666667,0
1,30639,0,18,13,Night Game,Night Game,2,12,7,Saturday,Friday,80,0,In Dome,3.85,0
1,42031,2,5,0,Night Game,Night Game,0,9,7,Saturday,Friday,79,6,Sunny,2.65,1
1,26330,0,8,4,Night Game,Day Game,1,10,7,Friday,Wednesday,90,4,Cloudy,2.783333333,1
0,14576,0,8,5,Night Game,Day Game,1,5,1,Friday,Thursday,72,0,In Dome,3.016666667,0
1,42144,0,6,1,Night Game,Day Game,0,6,5,Friday,Thursday,84,11,Cloudy,2.7,1
0,31405,1,12,4,Night Game,Day Game,1,10,9,Friday,Sunday,72,1,Cloudy,2.883333333,1
1,42131,0,10,6,Night Game,Day Game,1,8,3,Friday,Sunday,72,12,Sunny,3.2,0
0,19211,0,7,3,Night Game,Day Game,2,9,4,Friday,Wednesday,90,10,Unknown,2.9,1
0,21831,0,11,6,Night Game,Day Game,0,10,3,Friday,Sunday,63,12,Cloudy,3.583333333,0
1,39934,0,4,1,Night Game,Day Game,0,5,2,Friday,Thursday,87,8,Cloudy,3.2,1
0,27657,0,2,0,Night Game,Day Game,1,10,4,Friday,Wednesday,75,9,Cloudy,2.733333333,1
1,31760,0,14,3,Night Game,Day Game,0,15,10,Friday,Wednesday,76,10,Cloudy,3.216666667,1
1,37188,0,12,9,Night Game,Day Game,0,9,2,Friday,Wednesday,80,10,Overcast,3.233333333,0
1,41480,0,6,4,Day Game,Night Game,0,8,3,Friday,Thursday,71,10,Overcast,3.9,0
0,12582,1,13,5,Night Game,Night Game,0,5,2,Friday,Sunday,86,10,Cloudy,2.983333333,0
1,17091,0,14,13,Night Game,Night Game,0,12,6,Friday,Wednesday,82,0,In Dome,3.166666667,0
1,36683,1,12,10,Night Game,Day Game,2,11,4,Friday,Wednesday,77,9,Sunny,3.3,0
1,47684,2,7,3,Day Game,Day Game,1,6,2,Sunday,Saturday,79,7,Cloudy,2.783333333,0
1,37708,1,12,8,Day Game,Night Game,1,13,6,Sunday,Saturday,91,11,Unknown,3.333333333,0
1,41571,0,8,2,Night Game,Day Game,1,8,4,Sunday,Saturday,68,17,Sunny,3.05,1
1,37796,1,14,6,Day Game,Night Game,0,9,12,Sunday,Saturday,77,6,Cloudy,3.516666667,1
1,36953,1,7,6,Day Game,Night Game,0,4,1,Sunday,Saturday,78,7,Cloudy,3.216666667,0
1,37101,0,10,8,Day Game,Day Game,0,4,1,Sunday,Saturday,82,12,Unknown,3.433333333,0
0,23653,0,8,2,Day Game,Day Game,0,8,4,Sunday,Saturday,78,0,In Dome,2.8,1
1,48411,2,3,3,Day Game,Day Game,0,9,4,Sunday,Saturday,83,7,Sunny,2.75,1
0,30659,0,8,3,Day Game,Day Game,0,12,5,Sunday,Saturday,91,13,Sunny,2.883333333,1
0,35312,0,10,3,Day Game,Day Game,0,6,2,Sunday,Saturday,73,0,In Dome,2.866666667,0
1,48105,0,13,3,Day Game,Night Game,1,10,8,Sunday,Saturday,95,9,Cloudy,2.75,1
0,32951,0,14,7,Day Game,Day Game,2,11,6,Sunday,Saturday,75,7,Cloudy,4.3,0
0,23888,2,8,4,Day Game,Day Game,0,11,5,Sunday,Saturday,80,8,Cloudy,2.8,1
1,36900,1,7,1,Day Game,Day Game,1,8,4,Sunday,Saturday,64,8,Unknown,2.716666667,1
1,43288,0,8,2,Day Game,Day Game,0,10,3,Sunday,Saturday,81,4,Unknown,3.233333333,1
1,43228,0,7,0,Day Game,Night Game,0,13,6,Saturday,Friday,76,18,Cloudy,3.116666667,1
1,40330,1,7,5,Night Game,Night Game,0,10,6,Saturday,Friday,76,6,Rain,3.233333333,1
1,41576,1,7,2,Day Game,Night Game,0,8,6,Saturday,Friday,65,12,Cloudy,3.45,1
1,35904,2,6,4,Night Game,Night Game,2,10,8,Saturday,Friday,81,13,Cloudy,3.383333333,1
1,35030,0,4,3,Night Game,Night Game,1,4,1,Saturday,Friday,69,8,Unknown,3.283333333,0
1,28343,1,8,3,Day Game,Night Game,2,6,4,Saturday,Friday,75,16,Sunny,3.083333333,1
0,22333,0,6,1,Day Game,Night Game,2,7,3,Saturday,Friday,79,0,In Dome,2.266666667,1
1,43588,2,14,6,Day Game,Night Game,1,14,10,Saturday,Friday,82,6,Sunny,3.75,1
1,33391,0,7,3,Day Game,Night Game,1,6,2,Saturday,Friday,88,0,Cloudy,2.683333333,0
1,31438,0,14,9,Day Game,Night Game,0,12,10,Saturday,Friday,73,0,In Dome,3.483333333,1
1,42335,0,7,5,Night Game,Night Game,2,12,3,Saturday,Friday,94,7,Sunny,3.6,0
1,34045,0,7,2,Day Game,Night Game,0,9,10,Saturday,Friday,77,16,Sunny,2.6,1
0,26199,2,15,11,Day Game,Night Game,1,13,8,Saturday,Friday,77,8,Cloudy,3.283333333,0
1,37739,0,10,5,Day Game,Night Game,0,11,6,Saturday,Friday,63,13,Unknown,3.333333333,1
1,46283,1,8,4,Night Game,Night Game,0,12,5,Friday,Thursday,68,0,In Dome,3.3,1
1,43934,0,18,10,Night Game,Night Game,0,4,1,Friday,Thursday,94,13,Sunny,3.616666667,0
1,42076,0,5,1,Night Game,Night Game,0,9,5,Friday,Wednesday,61,13,Cloudy,2.516666667,1
1,26925,0,7,5,Night Game,Day Game,1,5,4,Friday,Monday,82,9,Cloudy,3.533333333,0
1,37569,0,12,7,Night Game,Night Game,1,15,9,Friday,Thursday,74,12,Unknown,3.65,1
0,33029,2,14,8,Night Game,Day Game,0,4,1,Friday,Thursday,80,22,Sunny,3.316666667,0
0,27318,1,5,1,Night Game,Day Game,0,9,6,Friday,Sunday,79,0,In Dome,3.116666667,1
1,44759,0,10,6,Night Game,Night Game,1,2,0,Friday,Thursday,75,7,Sunny,2.75,0
1,31425,0,9,3,Night Game,Night Game,0,9,4,Friday,Thursday,87,7,Sunny,2.616666667,1
1,20933,0,4,3,Night Game,Night Game,1,3,1,Friday,Thursday,73,0,In Dome,2.533333333,0
1,35250,0,9,2,Night Game,Night Game,0,14,11,Friday,Thursday,86,7,Cloudy,2.883333333,1
1,23848,0,11,5,Night Game,Night Game,0,7,4,Friday,Thursday,83,3,Sunny,3,0
0,21144,0,8,0,Night Game,Night Game,0,5,5,Friday,Wednesday,84,16,Cloudy,2.9,1
1,37175,3,10,6,Night Game,Night Game,1,10,11,Friday,Wednesday,62,9,Unknown,3.316666667,1
1,38611,0,12,5,Night Game,Day Game,0,17,12,Friday,Sunday,81,4,Cloudy,3.05,1
1,39971,0,4,2,Night Game,Night Game,0,8,4,Thursday,Wednesday,81,1,Unknown,2.266666667,1
1,36312,1,8,2,Night Game,Day Game,0,10,6,Thursday,Sunday,93,20,Sunny,3.066666667,1
0,11267,0,9,7,Day Game,Night Game,3,9,2,Thursday,Wednesday,72,0,In Dome,3.3,0
1,42693,0,9,7,Day Game,Night Game,1,12,5,Thursday,Wednesday,74,8,Unknown,3.35,0
1,26191,1,7,2,Night Game,Day Game,0,6,4,Thursday,Wednesday,81,10,Unknown,2.666666667,1
1,40899,0,13,6,Night Game,Day Game,0,16,4,Thursday,Wednesday,73,8,Sunny,5.433333333,0
1,32909,1,9,8,Night Game,Night Game,1,11,4,Thursday,Tuesday,85,9,Unknown,2.833333333,0
0,25709,3,10,8,Night Game,Night Game,0,12,9,Thursday,Wednesday,73,0,In Dome,3.533333333,1
1,38412,0,11,5,Night Game,Day Game,1,9,3,Thursday,Wednesday,87,4,Cloudy,3.283333333,0
0,24098,1,12,12,Night Game,Day Game,1,7,2,Thursday,Wednesday,83,3,Sunny,3.216666667,0
1,41262,0,8,5,Night Game,Day Game,0,8,3,Thursday,Wednesday,72,3,Unknown,2.933333333,0
0,25138,0,10,5,Day Game,Night Game,1,12,2,Wednesday,Tuesday,91,4,Cloudy,2.866666667,0
1,35917,1,7,3,Night Game,Night Game,0,13,8,Wednesday,Tuesday,74,10,Overcast,2.533333333,1
0,14896,2,16,13,Night Game,Night Game,1,14,5,Wednesday,Tuesday,72,0,In Dome,3.316666667,0
1,41444,1,11,5,Night Game,Night Game,1,6,2,Wednesday,Tuesday,77,5,Overcast,3.116666667,0
1,41753,1,13,7,Night Game,Night Game,0,6,3,Wednesday,Tuesday,59,15,Unknown,3.566666667,0
0,18426,1,6,1,Day Game,Night Game,0,8,5,Wednesday,Tuesday,92,6,Cloudy,2.133333333,1
0,29477,0,9,5,Day Game,Night Game,0,4,2,Wednesday,Tuesday,92,6,Cloudy,2.55,0
1,41874,1,6,1,Night Game,Day Game,0,5,3,Tuesday,Monday,58,19,Overcast,2.933333333,1
0,19064,1,6,2,Night Game,Day Game,1,12,8,Tuesday,Monday,88,7,Cloudy,2.45,1
0,30424,0,17,6,Night Game,Day Game,2,13,8,Tuesday,Monday,88,8,Sunny,3.633333333,1
0,23100,0,7,3,Night Game,Day Game,1,4,1,Tuesday,Monday,69,9,Overcast,2.833333333,0
1,47378,0,8,5,Night Game,Night Game,0,9,7,Tuesday,Monday,72,9,Sunny,3.2,1
0,29844,0,5,1,Night Game,Day Game,0,8,2,Tuesday,Monday,73,0,In Dome,2.433333333,1
0,34163,0,9,3,Night Game,Night Game,0,8,5,Tuesday,Monday,82,4,Sunny,3.333333333,1
1,41293,2,9,4,Day Game,Day Game,1,12,10,Tuesday,Monday,84,8,Cloudy,3.016666667,1
0,30955,3,8,2,Night Game,Day Game,4,13,8,Tuesday,Monday,86,8,Cloudy,3.1,1
1,36253,0,16,5,Night Game,Day Game,2,21,12,Tuesday,Monday,74,8,Cloudy,3.666666667,1
0,39203,1,9,8,Night Game,Night Game,0,11,4,Tuesday,Monday,79,0,In Dome,3.416666667,0
0,37328,0,3,1,Day Game,Day Game,0,15,12,Monday,Sunday,72,2,Overcast,3.133333333,1
1,45962,2,5,1,Night Game,Day Game,0,18,17,Monday,Sunday,77,4,Sunny,3.166666667,1
0,13126,0,8,5,Day Game,Day Game,0,6,1,Monday,Sunday,72,0,In Dome,3.183333333,0
1,41148,1,16,8,Day Game,Day Game,0,11,9,Monday,Sunday,76,5,Drizzle,3.8,1
1,41730,0,12,13,Day Game,Night Game,1,18,11,Monday,Tuesday,64,11,Cloudy,3.883333333,0
0,20473,0,7,2,Day Game,Day Game,0,11,7,Monday,Sunday,77,10,Unknown,2.7,1
1,36137,0,11,3,Day Game,Day Game,1,22,14,Monday,Sunday,78,14,Sunny,3.283333333,1
0,26942,1,8,4,Day Game,Day Game,1,11,5,Monday,Sunday,75,11,Cloudy,3.066666667,1
1,41836,0,4,1,Night Game,Day Game,0,7,4,Monday,Sunday,72,9,Sunny,2.866666667,1
0,30379,0,9,4,Day Game,Day Game,0,3,1,Monday,Sunday,73,0,In Dome,2.966666667,0
1,21216,0,3,1,Night Game,Night Game,1,9,6,Monday,Wednesday,70,3,Overcast,2.5,1
1,41058,0,9,7,Day Game,Day Game,1,3,2,Monday,Wednesday,73,8,Unknown,3.033333333,0
1,26158,1,8,5,Day Game,Day Game,0,12,6,Monday,Thursday,75,3,Unknown,3.05,1
1,36801,1,10,5,Day Game,Day Game,0,16,10,Monday,Sunday,84,11,Cloudy,3.866666667,1
1,26171,1,9,5,Night Game,Day Game,0,9,4,Monday,Sunday,80,0,In Dome,3.783333333,0
1,35195,1,14,9,Day Game,Night Game,2,3,4,Sunday,Saturday,75,1,Unknown,3.583333333,0
1,46197,1,10,6,Day Game,Day Game,0,12,9,Sunday,Saturday,68,8,Sunny,3.316666667,1
0,17861,1,5,3,Day Game,Day Game,1,5,2,Sunday,Saturday,72,0,In Dome,2.883333333,0
1,40573,0,7,0,Day Game,Day Game,0,8,3,Sunday,Saturday,69,10,Overcast,2.666666667,1
1,29362,0,12,6,Day Game,Night Game,1,16,12,Sunday,Saturday,65,1,Cloudy,3.25,1
1,42315,0,6,1,Day Game,Night Game,0,7,2,Sunday,Saturday,70,8,Cloudy,2.716666667,1
0,40331,0,10,6,Day Game,Night Game,1,7,2,Sunday,Saturday,80,5,Cloudy,2.783333333,0
0,28846,0,9,4,Day Game,Night Game,0,11,2,Sunday,Saturday,69,11,Sunny,3.316666667,0
1,41151,0,6,3,Day Game,Night Game,1,8,4,Sunday,Saturday,80,3,Cloudy,3.1,1
0,21466,1,10,5,Day Game,Day Game,0,13,17,Sunday,Saturday,77,11,Cloudy,3.1,1
1,46608,1,5,1,Day Game,Night Game,0,10,6,Sunday,Saturday,77,6,Sunny,3.183333333,1
1,35116,1,13,7,Day Game,Day Game,0,7,6,Sunday,Saturday,73,0,In Dome,3.15,0
1,36552,1,22,21,Day Game,Night Game,4,8,2,Sunday,Saturday,81,11,Sunny,3.633333333,0
0,23448,1,7,1,Night Game,Day Game,0,9,9,Sunday,Saturday,81,5,Overcast,2.466666667,1
0,30683,0,7,5,Day Game,Night Game,1,9,6,Sunday,Saturday,77,0,In Dome,2.916666667,1
1,27631,0,11,2,Night Game,Night Game,0,10,3,Saturday,Friday,80,8,Cloudy,4.5,1
1,45825,0,15,2,Day Game,Day Game,2,11,1,Saturday,Friday,76,11,Cloudy,6.216666667,0
0,13537,0,14,10,Day Game,Night Game,2,4,2,Saturday,Friday,72,0,In Dome,3.1,0
1,42987,2,4,1,Day Game,Night Game,2,11,7,Saturday,Friday,65,3,Unknown,2.783333333,1
0,33006,0,5,2,Night Game,Night Game,1,10,5,Saturday,Friday,72,5,Cloudy,2.583333333,1
1,41321,1,7,6,Night Game,Night Game,1,8,7,Saturday,Friday,71,7,Sunny,3.2,1
1,30263,2,8,3,Night Game,Night Game,0,12,4,Saturday,Friday,78,11,Cloudy,3.1,1
0,15710,1,8,7,Night Game,Night Game,0,4,3,Saturday,Friday,64,13,Sunny,2.75,0
1,34294,0,6,2,Night Game,Night Game,0,12,10,Saturday,Friday,76,10,Sunny,2.933333333,1
0,25530,0,8,3,Day Game,Night Game,0,7,2,Saturday,Friday,76,6,Cloudy,3.066666667,0
1,31965,1,5,0,Day Game,Night Game,0,6,5,Saturday,Friday,73,0,In Dome,2.966666667,1
1,37117,0,12,4,Night Game,Night Game,0,16,5,Saturday,Friday,80,12,Cloudy,3.6,1
0,32036,1,17,7,Day Game,Night Game,0,11,5,Saturday,Friday,94,11,Cloudy,4.083333333,0
1,24859,1,10,6,Night Game,Night Game,0,9,4,Saturday,Friday,80,0,In Dome,2.866666667,0
0,29386,0,9,4,Night Game,Night Game,0,11,13,Friday,Thursday,78,8,Unknown,3.116666667,1
1,41365,0,10,4,Day Game,Night Game,0,3,1,Friday,Thursday,68,0,In Dome,2.55,0
0,10729,1,11,10,Night Game,Night Game,0,14,7,Friday,Thursday,72,0,In Dome,3.416666667,0
1,44802,0,7,4,Night Game,Night Game,3,3,2,Friday,Thursday,80,7,Cloudy,2.833333333,0
1,23715,1,8,3,Night Game,Night Game,0,9,5,Friday,Thursday,70,2,Cloudy,3.1,1
1,25221,0,12,12,Night Game,Day Game,1,8,6,Friday,Wednesday,63,8,Sunny,3.116666667,0
1,22118,1,7,3,Night Game,Day Game,0,6,1,Friday,Monday,79,8,Unknown,2.666666667,0
0,36067,1,14,12,Night Game,Night Game,0,10,6,Friday,Thursday,61,10,Sunny,3.716666667,0
1,40122,1,9,3,Night Game,Night Game,0,6,4,Friday,Thursday,72,6,Cloudy,3.366666667,1
0,30012,1,15,7,Night Game,Day Game,0,8,3,Friday,Thursday,73,3,Cloudy,3.116666667,0
1,43776,1,11,3,Night Game,Night Game,0,9,4,Friday,Wednesday,73,9,Sunny,3.583333333,1
1,29649,0,10,2,Night Game,Day Game,0,8,3,Friday,Wednesday,73,0,In Dome,3.15,1
1,37790,2,15,7,Night Game,Day Game,1,12,8,Friday,Thursday,75,12,Unknown,4.416666667,1
1,16097,1,7,5,Night Game,Night Game,1,14,8,Friday,Thursday,91,9,Sunny,3.55,1
0,18603,2,17,9,Night Game,Day Game,1,15,8,Friday,Wednesday,79,0,In Dome,3.883333333,0
0,33386,1,6,2,Night Game,Night Game,0,5,4,Thursday,Wednesday,81,8,Cloudy,3.016666667,1
1,46967,0,8,2,Night Game,Day Game,1,5,5,Thursday,Wednesday,77,11,Sunny,2.9,1
0,24110,0,5,0,Night Game,Day Game,1,9,4,Thursday,Wednesday,72,0,In Dome,2.816666667,1
1,44840,0,14,3,Night Game,Night Game,3,10,2,Thursday,Wednesday,79,8,Cloudy,4.466666667,0
0,25477,0,11,8,Night Game,Night Game,3,6,1,Thursday,Wednesday,73,4,Cloudy,2.783333333,0
1,32810,2,8,1,Night Game,Night Game,0,7,7,Thursday,Wednesday,66,10,Sunny,2.733333333,1
1,35185,0,9,3,Night Game,Day Game,0,6,4,Thursday,Wednesday,81,18,Cloudy,3.1,1
1,39875,1,9,7,Day Game,Night Game,2,10,9,Thursday,Wednesday,81,2,Sunny,3.316666667,1
1,26566,1,2,0,Day Game,Night Game,0,12,7,Thursday,Wednesday,78,11,Unknown,2.5,1
0,18571,1,11,6,Day Game,Night Game,1,13,9,Thursday,Wednesday,77,8,Unknown,3.05,1
0,16600,0,8,3,Night Game,Night Game,1,7,0,Thursday,Wednesday,86,8,Cloudy,2.85,0
1,29918,0,5,0,Night Game,Night Game,0,7,5,Wednesday,Tuesday,80,7,Sunny,2.783333333,1
0,16986,0,11,8,Day Game,Night Game,0,6,2,Wednesday,Tuesday,72,0,In Dome,3.183333333,0
1,38781,1,12,7,Day Game,Night Game,1,8,1,Wednesday,Tuesday,86,8,Sunny,3.116666667,0
0,33109,0,14,4,Night Game,Night Game,0,17,11,Tuesday,Monday,74,7,Cloudy,3.55,1
0,18024,2,12,7,Night Game,Night Game,0,18,13,Tuesday,Monday,72,0,In Dome,3.483333333,1
1,41442,0,12,8,Night Game,Night Game,0,7,3,Tuesday,Monday,59,16,Sunny,2.716666667,0
0,35955,0,17,11,Night Game,Day Game,1,12,6,Tuesday,Sunday,73,5,Sunny,3.416666667,0
1,32285,1,7,3,Night Game,Day Game,0,10,6,Tuesday,Sunday,66,7,Sunny,2.983333333,1
1,32914,0,9,9,Night Game,Night Game,1,16,6,Tuesday,Monday,72,10,Unknown,3.716666667,0
1,30215,0,4,3,Night Game,Day Game,1,11,2,Tuesday,Sunday,71,11,Sunny,3.233333333,0
1,31355,1,6,2,Night Game,Night Game,0,12,6,Tuesday,Monday,83,8,Sunny,2.533333333,1
1,36502,0,13,9,Night Game,Day Game,0,6,3,Tuesday,Sunday,67,11,Overcast,2.8,0
1,36419,0,6,5,Night Game,Night Game,0,10,9,Tuesday,Monday,62,4,Cloudy,2.8,1
1,31762,1,17,11,Night Game,Night Game,1,8,8,Tuesday,Monday,80,9,Cloudy,3.366666667,0
0,28345,1,5,2,Night Game,Day Game,0,8,5,Tuesday,Sunday,70,12,Sunny,2.45,1
0,15538,0,14,8,Night Game,Night Game,2,8,3,Tuesday,Monday,75,2,Unknown,3.25,0
0,22567,1,16,8,Night Game,Night Game,0,7,0,Tuesday,Monday,83,0,In Dome,3.3,0
1,36839,0,11,4,Night Game,Night Game,1,9,2,Tuesday,Monday,83,10,Sunny,3.633333333,0
1,42000,0,11,4,Night Game,Day Game,0,9,5,Monday,Wednesday,82,9,Drizzle,4.283333333,1
0,17361,3,9,5,Night Game,Day Game,0,7,1,Monday,Sunday,72,0,In Dome,3.5,0
